CustomerID,Gender,Age,City,TenureMonths,ContractType,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerServiceCalls,Churn
CUST01660,Male,62,Pune,2,One Year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Credit Card,77.12,77.12,0,0
CUST01661,Male,64,Delhi,23,Month-to-Month,DSL,No,Yes,No,No,Yes,Mailed Check,82.99,2042.11,1,1
CUST01662,Male,43,Kolkata,9,Month-to-Month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Bank Transfer,137.83,1272.24,5,0
CUST01663,Male,18,Ahmedabad,26,Two Year,DSL,No,Yes,Yes,Yes,Yes,Mailed Check,44.36,1132.11,4,0
CUST01664,Female,35,Delhi,1,Month-to-Month,DSL,Yes,Yes,Yes,Yes,No,Credit Card,95.94,242.11,2,0
CUST01665,Female,64,Bangalore,3,Month-to-Month,Fiber Optic,Yes,No,Yes,Yes,No,Credit Card,101.41,261.91,2,0
CUST01666,Female,44,Hyderabad,27,Two Year,Fiber Optic,No,No,No,No,Yes,Electronic Check,89.84,2487.25,0,0
CUST01667,Female,30,Delhi,5,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,107.32,522.96,1,0
CUST01668,Male,37,Mumbai,46,Month-to-Month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Credit Card,107.13,4965.08,5,0
CUST01669,Female,57,Delhi,1,Two Year,DSL,No,No,No,Yes,Yes,Bank Transfer,88.32,88.32,1,0
CUST01670,Male,53,Delhi,5,Two Year,Fiber Optic,Yes,No,No,No,Yes,Credit Card,88.94,429.15,2,0
CUST01671,Male,41,Bangalore,72,Month-to-Month,DSL,Yes,No,Yes,Yes,No,Electronic Check,57.49,4161.88,4,0
CUST01672,Female,39,Mumbai,13,Two Year,Fiber Optic,Yes,No,No,Yes,Yes,Electronic Check,103.68,1344.93,3,0
CUST01673,Male,39,Pune,29,Month-to-Month,Fiber Optic,No,No,No,No,No,Bank Transfer,136.01,4083.25,2,1
CUST01674,Male,31,Chennai,4,Month-to-Month,Fiber Optic,No,No,Yes,No,Yes,Electronic Check,128.55,438.65,0,0
CUST01675,Male,69,Mumbai,22,Two Year,Fiber Optic,No,Yes,No,No,Yes,Electronic Check,63.05,1540.73,3,0
CUST01676,Female,40,Chennai,31,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,55.96,1696.14,3,0
CUST01677,Female,63,Chennai,9,Month-to-Month,DSL,Yes,No,No,Yes,No,Bank Transfer,76.18,763.43,3,0
CUST01678,Male,67,Ahmedabad,42,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,Electronic Check,104.02,4203.53,4,0
CUST01679,Female,59,Mumbai,22,Month-to-Month,DSL,No,Yes,No,Yes,Yes,Electronic Check,53.57,1058.6,6,1
CUST01680,Male,38,Delhi,11,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,56.1,721.57,1,0
CUST01681,Male,51,Ahmedabad,19,Month-to-Month,DSL,No,No,Yes,No,Yes,Credit Card,93.12,1574.21,3,0
CUST01682,Female,44,Ahmedabad,20,Month-to-Month,Fiber Optic,No,No,Yes,No,No,Bank Transfer,118.46,2556.61,2,1
CUST01683,Female,31,Kolkata,4,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,98.74,271.21,3,1
CUST01684,Female,49,Kolkata,12,Month-to-Month,Fiber Optic,Yes,Yes,Yes,Yes,No,Mailed Check,136.9,1803.32,4,1
CUST01685,Male,27,Mumbai,10,Month-to-Month,DSL,Yes,No,No,No,Yes,Electronic Check,61.58,622.18,3,1
CUST01686,Female,62,Hyderabad,12,Two Year,DSL,No,No,Yes,No,Yes,Electronic Check,90.15,1107.63,0,0
CUST01687,Female,38,Delhi,34,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,86.62,2778.73,1,1
CUST01688,Female,48,Delhi,15,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,107.04,1551.69,2,0
CUST01689,Male,49,Kolkata,67,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Mailed Check,53.14,3422.87,0,0
CUST01690,Female,41,Mumbai,8,One Year,Fiber Optic,Yes,No,Yes,No,No,Bank Transfer,76.54,622.69,2,0
CUST01691,Female,53,Bangalore,12,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,89.3,1091.89,1,1
CUST01692,Male,37,Ahmedabad,37,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Credit Card,136.49,5134,5,0
CUST01693,Male,58,Delhi,18,One Year,Fiber Optic,No,No,No,Yes,Yes,Credit Card,127.03,2437.85,3,0
CUST01694,Male,24,Ahmedabad,19,Month-to-Month,DSL,No,Yes,No,No,No,Mailed Check,90.89,1714.18,4,1
CUST01695,Female,46,Ahmedabad,1,One Year,DSL,No,No,Yes,Yes,Yes,Credit Card,67.11,67.11,4,1
CUST01696,Female,74,Hyderabad,12,Month-to-Month,DSL,Yes,No,Yes,Yes,Yes,Credit Card,90.24,1016.31,0,0
CUST01697,Female,29,Mumbai,7,Month-to-Month,DSL,No,No,No,No,No,Electronic Check,96.08,811.4,6,1
CUST01698,Female,34,Delhi,72,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,92.73,6534.91,0,0
CUST01699,Female,52,Bangalore,8,One Year,Fiber Optic,No,No,Yes,No,Yes,Electronic Check,113.59,959.62,3,0
CUST01700,Male,47,Delhi,51,Two Year,Fiber Optic,No,No,No,Yes,Yes,Electronic Check,50.66,2388.89,1,0
CUST01701,Male,50,Delhi,27,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Mailed Check,86.18,2225.13,2,1
CUST01702,Female,52,Ahmedabad,10,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Electronic Check,95.52,991.76,2,1
CUST01703,Male,54,Mumbai,18,Month-to-Month,DSL,No,Yes,No,No,No,Electronic Check,107.31,1914.14,0,1
CUST01704,Male,61,Kolkata,44,Month-to-Month,DSL,No,Yes,Yes,Yes,Yes,Bank Transfer,82.5,3627.42,1,1
CUST01705,Female,51,Mumbai,51,Two Year,DSL,No,No,No,No,Yes,Bank Transfer,74.32,3854.54,2,0
CUST01706,Male,41,Hyderabad,4,Month-to-Month,DSL,Yes,No,Yes,No,No,Electronic Check,109.58,332.15,4,1
CUST01707,Male,55,Pune,9,Two Year,Fiber Optic,Yes,No,Yes,No,Yes,Electronic Check,54.46,402.46,0,0
CUST01708,Male,73,Delhi,9,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,59.34,607.84,1,1
CUST01709,Male,43,Delhi,1,Two Year,Fiber Optic,Yes,Yes,Yes,No,Yes,Electronic Check,100.53,115.85,1,0
CUST01710,Female,30,Chennai,21,One Year,Fiber Optic,No,No,No,Yes,Yes,Bank Transfer,80.69,1500.32,1,0
CUST01711,Female,61,Chennai,46,Month-to-Month,Fiber Optic,No,No,Yes,No,No,Credit Card,83.5,3909.13,4,0
CUST01712,Female,43,Chennai,11,Month-to-Month,DSL,No,Yes,No,No,Yes,Bank Transfer,102.49,1175.43,4,0
CUST01713,Male,18,Delhi,32,Month-to-Month,DSL,No,Yes,Yes,No,No,Credit Card,80.55,2409.04,4,1
CUST01714,Female,57,Delhi,23,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Bank Transfer,47.2,1184.61,3,0
CUST01715,Female,36,Ahmedabad,11,Month-to-Month,DSL,Yes,No,No,No,No,Credit Card,61.76,688.2,3,0
CUST01716,Female,43,Ahmedabad,3,Month-to-Month,DSL,No,Yes,No,Yes,No,Mailed Check,45.32,45.32,3,0
CUST01717,Male,49,Bangalore,29,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Credit Card,71.04,2083.9,2,0
CUST01718,Female,47,Pune,46,Month-to-Month,DSL,No,No,Yes,No,Yes,Bank Transfer,52.13,2436.16,2,1
CUST01719,Female,55,Bangalore,27,One Year,DSL,Yes,No,Yes,No,Yes,Credit Card,100,2868.05,2,0
CUST01720,Female,38,Bangalore,1,Two Year,DSL,No,No,No,No,Yes,Credit Card,72.37,169.23,0,0
CUST01721,Female,52,Mumbai,5,Two Year,Fiber Optic,Yes,No,No,No,No,Mailed Check,51.66,179.07,1,0
CUST01722,Male,41,Bangalore,1,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,61.06,61.06,3,1
CUST01723,Female,56,Hyderabad,20,Month-to-Month,Fiber Optic,No,Yes,Yes,Yes,Yes,Credit Card,108.09,2303.07,1,0
CUST01724,Male,54,Mumbai,33,Month-to-Month,DSL,Yes,No,No,No,No,Bank Transfer,63.48,2233.27,1,1
CUST01725,Female,30,Bangalore,2,Month-to-Month,DSL,No,No,No,No,Yes,Bank Transfer,75.92,75.92,0,1
CUST01726,Male,61,Kolkata,43,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,103.66,4282.23,3,0
CUST01727,Male,36,Chennai,19,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,58.05,1187.7,1,0
CUST01728,Male,57,Chennai,28,Month-to-Month,DSL,No,No,Yes,No,Yes,Electronic Check,63.51,1867.31,0,1
CUST01729,Female,50,Pune,72,Month-to-Month,DSL,Yes,Yes,Yes,No,No,Mailed Check,97.38,6882.22,2,1
CUST01730,Male,72,Mumbai,2,Two Year,Fiber Optic,No,No,No,Yes,Yes,Credit Card,72.91,213.1,1,0
CUST01731,Female,41,Hyderabad,55,Month-to-Month,DSL,No,Yes,No,Yes,Yes,Bank Transfer,45.46,2411.87,2,0
CUST01732,Female,39,Kolkata,3,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,52.67,62.26,1,1
CUST01733,Male,44,Hyderabad,11,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,106.42,1100.43,2,1
CUST01734,Male,40,Delhi,45,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,105.33,4748.01,2,0
CUST01735,Male,56,Mumbai,56,One Year,Fiber Optic,Yes,Yes,Yes,No,Yes,Bank Transfer,72.46,4179.54,6,0
CUST01736,Female,20,Pune,16,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,78.75,1259.46,4,0
CUST01737,Female,29,Bangalore,21,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,44.65,856.87,2,1
CUST01738,Male,28,Pune,29,Month-to-Month,Fiber Optic,No,No,Yes,No,No,Electronic Check,113.4,3442.19,3,0
CUST01739,Male,59,Hyderabad,42,Month-to-Month,DSL,No,No,No,Yes,No,Electronic Check,52.97,2046.78,0,0
CUST01740,Female,70,Chennai,3,One Year,DSL,Yes,No,No,No,Yes,Electronic Check,43.49,249.31,0,0
CUST01741,Female,43,Kolkata,39,Month-to-Month,DSL,No,No,No,No,Yes,Electronic Check,97.74,3925.61,0,1
CUST01742,Female,42,Chennai,15,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,62.78,843.12,1,0
CUST01743,Female,46,Bangalore,14,Month-to-Month,DSL,No,No,No,Yes,Yes,Credit Card,47.6,545.72,3,1
CUST01744,Male,62,Hyderabad,13,Month-to-Month,DSL,No,No,No,Yes,Yes,Credit Card,98.37,1428.69,4,0
CUST01745,Male,31,Kolkata,17,Month-to-Month,DSL,No,No,No,Yes,No,Mailed Check,93.37,1610.84,1,1
CUST01746,Male,48,Bangalore,69,One Year,DSL,Yes,No,No,No,Yes,Credit Card,87.86,5880.74,2,0
CUST01747,Male,59,Bangalore,19,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,103.79,2128.34,2,0
CUST01748,Male,52,Mumbai,72,One Year,DSL,No,No,Yes,No,No,Electronic Check,74.25,5285.6,3,0
CUST01749,Male,47,Pune,4,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Credit Card,63.65,191.46,1,0
CUST01750,Male,60,Mumbai,30,Month-to-Month,Fiber Optic,No,Yes,No,No,No,Credit Card,57.58,1784.72,1,0
CUST01751,Female,18,Chennai,40,One Year,Fiber Optic,Yes,No,Yes,Yes,Yes,Credit Card,80.98,3303.72,1,0
CUST01752,Female,55,Bangalore,27,Two Year,DSL,No,Yes,Yes,No,Yes,Credit Card,41.47,1061.02,2,0
CUST01753,Female,35,Bangalore,22,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,77.49,1562.09,2,0
CUST01754,Female,18,Chennai,19,Month-to-Month,Fiber Optic,No,No,Yes,No,No,Bank Transfer,53.32,1033.99,1,0
CUST01755,Male,52,Mumbai,47,Month-to-Month,Fiber Optic,No,No,No,No,No,Credit Card,92.38,4391.93,2,0
CUST01756,Female,65,Hyderabad,41,Month-to-Month,Fiber Optic,No,Yes,No,No,Yes,Electronic Check,68.24,2941.93,3,0
CUST01757,Male,42,Kolkata,3,One Year,DSL,Yes,No,Yes,No,Yes,Credit Card,65.78,191.12,1,1
CUST01758,Female,59,Pune,45,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Bank Transfer,87.25,3984.53,1,0
CUST01759,Male,69,Mumbai,12,One Year,DSL,Yes,No,Yes,No,Yes,Electronic Check,64.57,596.6,1,0
CUST01760,Female,64,Pune,7,Month-to-Month,DSL,Yes,No,No,Yes,No,Electronic Check,63.89,605.04,3,1
CUST01761,Male,69,Chennai,48,Month-to-Month,DSL,No,No,No,No,No,Bank Transfer,109.35,5179.69,5,1
CUST01762,Male,56,Pune,13,Two Year,Fiber Optic,No,No,No,No,No,Mailed Check,105.67,1426.6,1,0
CUST01763,Female,46,Bangalore,39,Month-to-Month,DSL,No,No,No,No,No,Electronic Check,75.97,3129.25,4,0
CUST01764,Male,20,Hyderabad,7,Month-to-Month,DSL,No,No,No,Yes,Yes,Mailed Check,80.56,688.13,3,0
CUST01765,Female,41,Pune,1,Two Year,DSL,No,No,No,Yes,Yes,Credit Card,75.07,130.15,1,0
CUST01766,Female,32,Pune,16,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,37.55,682.24,2,0
CUST01767,Female,77,Bangalore,2,One Year,DSL,No,No,No,Yes,Yes,Bank Transfer,45.62,259.6,5,0
CUST01768,Female,42,Delhi,33,Month-to-Month,DSL,Yes,Yes,No,Yes,No,Mailed Check,85.44,2944.36,0,0
CUST01769,Female,46,Bangalore,7,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,65.51,502.51,2,0
CUST01770,Male,53,Bangalore,14,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,39.49,616.34,2,0
CUST01771,Female,45,Delhi,2,Month-to-Month,DSL,Yes,No,No,No,No,Electronic Check,60.83,60.83,2,1
CUST01772,Female,70,Delhi,8,Two Year,Fiber Optic,No,No,Yes,No,Yes,Credit Card,57.47,447.83,2,0
CUST01773,Female,35,Pune,36,Month-to-Month,DSL,No,No,No,No,Yes,Electronic Check,104.14,3669.44,3,0
CUST01774,Male,47,Mumbai,3,Month-to-Month,DSL,No,No,Yes,No,Yes,Credit Card,54.2,135.39,2,0
CUST01775,Female,33,Chennai,25,Two Year,Fiber Optic,No,Yes,No,No,Yes,Mailed Check,58.57,1529.15,3,0
CUST01776,Female,25,Mumbai,59,Month-to-Month,Fiber Optic,No,No,Yes,No,Yes,Electronic Check,108.98,6289.48,2,0
CUST01777,Female,35,Bangalore,27,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Credit Card,99.49,2493.18,0,1
CUST01778,Male,44,Mumbai,39,Month-to-Month,DSL,No,No,No,No,Yes,Credit Card,80.32,3091.25,2,0
CUST01779,Male,38,Delhi,2,Month-to-Month,DSL,No,Yes,No,No,No,Bank Transfer,70.52,70.52,2,0
CUST01780,Male,34,Kolkata,6,Month-to-Month,Fiber Optic,Yes,No,Yes,Yes,Yes,Electronic Check,94.51,535.23,1,1
CUST01781,Female,23,Pune,53,Month-to-Month,Fiber Optic,Yes,No,Yes,No,Yes,Electronic Check,122.87,6684.6,4,0
CUST01782,Female,43,Delhi,30,Month-to-Month,DSL,Yes,No,Yes,Yes,No,Mailed Check,55.39,1744.53,1,1
CUST01783,Male,22,Bangalore,24,One Year,Fiber Optic,No,No,No,Yes,Yes,Bank Transfer,88.08,2044.9,3,1
CUST01784,Male,56,Bangalore,26,Month-to-Month,Fiber Optic,No,Yes,Yes,No,Yes,Bank Transfer,139.16,3489.87,4,1
CUST01785,Male,46,Pune,12,Two Year,DSL,Yes,No,No,Yes,No,Bank Transfer,47.97,623.03,4,0
CUST01786,Male,23,Kolkata,1,Month-to-Month,DSL,No,No,No,Yes,No,Credit Card,60.56,123.59,0,0
CUST01787,Female,40,Hyderabad,36,One Year,Fiber Optic,No,No,No,Yes,No,Bank Transfer,69.43,2492.93,1,0
CUST01788,Female,33,Chennai,27,Month-to-Month,DSL,No,No,Yes,No,Yes,Credit Card,41.43,1003.71,3,0
CUST01789,Male,49,Pune,15,One Year,Fiber Optic,No,No,No,Yes,Yes,Electronic Check,76.55,959.67,1,1
CUST01790,Female,65,Mumbai,55,Two Year,DSL,No,No,Yes,No,Yes,Credit Card,38.93,2047.41,1,0
CUST01791,Male,18,Bangalore,9,Two Year,Fiber Optic,No,No,No,Yes,No,Electronic Check,59.47,518.1,3,0
CUST01792,Female,46,Pune,8,One Year,Fiber Optic,No,Yes,No,No,Yes,Credit Card,85,795.17,2,1
CUST01793,Male,42,Kolkata,49,Month-to-Month,DSL,Yes,No,Yes,No,Yes,Electronic Check,41.45,2172.55,2,0
CUST01794,Male,55,Hyderabad,38,Two Year,DSL,Yes,No,Yes,Yes,No,Credit Card,83.44,3135.89,3,0
CUST01795,Male,48,Hyderabad,17,Two Year,Fiber Optic,No,Yes,No,Yes,No,Credit Card,111.96,2021.77,0,0
CUST01796,Female,33,Bangalore,3,Two Year,Fiber Optic,No,Yes,No,Yes,No,Bank Transfer,80.49,438.81,0,0
CUST01797,Female,40,Hyderabad,5,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,108.93,631.29,1,0
CUST01798,Female,33,Chennai,25,Two Year,DSL,No,No,Yes,Yes,Yes,Mailed Check,78.78,2060.94,2,0
CUST01799,Male,61,Bangalore,11,Month-to-Month,Fiber Optic,No,No,No,Yes,No,Electronic Check,119.68,1480.29,1,1
CUST01800,Male,45,Chennai,43,Month-to-Month,DSL,Yes,Yes,No,Yes,Yes,Bank Transfer,53.46,2234.04,0,0
CUST01801,Male,73,Pune,71,Month-to-Month,Fiber Optic,No,Yes,No,Yes,Yes,Bank Transfer,128.21,8907.39,1,0
CUST01802,Female,44,Mumbai,39,Month-to-Month,DSL,No,No,No,Yes,Yes,Mailed Check,106.15,4334.64,0,0
CUST01803,Male,34,Bangalore,11,One Year,Fiber Optic,No,Yes,No,No,No,Credit Card,73.5,804.69,2,0
CUST01804,Female,22,Bangalore,37,Two Year,Fiber Optic,No,No,Yes,No,Yes,Electronic Check,103.02,3926.01,3,0
CUST01805,Female,18,Chennai,10,One Year,Fiber Optic,Yes,No,No,No,No,Electronic Check,119.97,1324.7,0,0
CUST01806,Female,21,Delhi,4,One Year,DSL,Yes,No,Yes,No,Yes,Electronic Check,61.36,204.45,2,0
CUST01807,Male,49,Chennai,1,Month-to-Month,Fiber Optic,No,No,Yes,No,Yes,Credit Card,95.23,111.74,1,1
CUST01808,Male,52,Pune,11,One Year,Fiber Optic,No,No,No,No,No,Mailed Check,60.88,685.65,2,0
CUST01809,Male,21,Bangalore,56,Month-to-Month,Fiber Optic,No,Yes,No,No,Yes,Electronic Check,67.75,3682.09,1,0
CUST01810,Female,58,Pune,6,Two Year,Fiber Optic,No,No,Yes,No,No,Electronic Check,51.84,158.1,1,0
CUST01811,Female,37,Ahmedabad,5,One Year,DSL,No,No,No,No,Yes,Electronic Check,79.21,413.48,0,1
CUST01812,Male,47,Mumbai,72,One Year,Fiber Optic,No,Yes,No,No,Yes,Electronic Check,108.9,7688.86,1,0
CUST01813,Male,69,Delhi,1,Month-to-Month,DSL,No,No,Yes,Yes,No,Mailed Check,104.13,104.13,1,0
CUST01814,Female,58,Ahmedabad,36,Two Year,Fiber Optic,Yes,No,No,Yes,No,Mailed Check,91.2,3157.63,0,0
CUST01815,Female,40,Ahmedabad,9,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,No,Electronic Check,75.72,764.25,0,0
CUST01816,Male,31,Mumbai,1,Month-to-Month,DSL,No,No,Yes,No,Yes,Electronic Check,44.16,192.96,2,1
CUST01817,Female,18,Mumbai,59,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,101.95,6046.22,2,0
CUST01818,Male,34,Mumbai,3,Month-to-Month,Fiber Optic,No,No,No,No,No,Electronic Check,95.58,250.8,4,1
CUST01819,Male,41,Ahmedabad,19,Two Year,Fiber Optic,No,No,No,No,Yes,Bank Transfer,107.19,2235.27,0,0
CUST01820,Female,30,Mumbai,7,Month-to-Month,DSL,No,No,Yes,No,No,Mailed Check,41.03,95.69,3,0
CUST01821,Female,43,Hyderabad,1,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,74.17,74.17,3,0
CUST01822,Female,46,Pune,1,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,56.52,56.52,1,0
CUST01823,Male,41,Mumbai,2,Month-to-Month,DSL,No,No,Yes,No,No,Electronic Check,42.12,42.12,4,1
CUST01824,Female,35,Hyderabad,1,Month-to-Month,DSL,Yes,No,Yes,Yes,Yes,Mailed Check,94.3,94.3,0,0
CUST01825,Male,47,Delhi,34,Month-to-Month,DSL,No,No,No,No,No,Electronic Check,75.9,2486.31,1,1
CUST01826,Male,51,Pune,15,Month-to-Month,DSL,No,No,No,No,Yes,Credit Card,63.32,852.87,4,1
CUST01827,Female,28,Delhi,10,One Year,DSL,No,No,Yes,Yes,Yes,Bank Transfer,96.41,966.4,2,0
CUST01828,Male,66,Chennai,13,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,71.28,883.06,2,0
CUST01829,Female,43,Chennai,63,Two Year,DSL,No,No,Yes,No,Yes,Credit Card,36.22,2337.57,1,0
CUST01830,Female,45,Delhi,57,One Year,DSL,No,Yes,Yes,No,Yes,Electronic Check,106.11,6054.03,4,0
CUST01831,Male,55,Mumbai,30,Month-to-Month,DSL,No,No,No,No,Yes,Credit Card,57.9,1610.37,1,1
CUST01832,Male,48,Bangalore,51,One Year,DSL,No,No,No,No,Yes,Electronic Check,98.14,5129.16,1,0
CUST01833,Male,59,Delhi,9,One Year,DSL,Yes,No,No,No,Yes,Electronic Check,97.15,863.23,2,1
CUST01834,Male,49,Kolkata,11,Month-to-Month,DSL,No,No,No,No,Yes,Bank Transfer,51.37,426.36,1,1
CUST01835,Female,35,Kolkata,22,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Electronic Check,95.13,1959.61,1,1
CUST01836,Female,50,Bangalore,23,Month-to-Month,Fiber Optic,No,No,Yes,Yes,No,Electronic Check,55.66,1398.97,4,0
CUST01837,Male,27,Hyderabad,15,One Year,DSL,No,Yes,Yes,Yes,No,Electronic Check,64.82,1053.5,1,0
CUST01838,Male,46,Hyderabad,12,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Credit Card,91.17,1096.65,2,0
CUST01839,Female,44,Pune,72,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,Yes,Bank Transfer,73.57,5219.47,2,0
CUST01840,Female,41,Bangalore,41,One Year,DSL,No,No,No,No,Yes,Bank Transfer,48.2,1960.41,1,0
CUST01841,Male,43,Delhi,13,One Year,Fiber Optic,Yes,Yes,No,No,No,Bank Transfer,98.15,1330.54,4,0
CUST01842,Male,18,Delhi,31,One Year,Fiber Optic,Yes,No,No,No,No,Bank Transfer,100.87,3278.68,0,0
CUST01843,Female,36,Hyderabad,7,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,87.31,633.52,0,0
CUST01844,Male,46,Bangalore,2,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,93.14,96.97,2,0
CUST01845,Male,47,Bangalore,10,Two Year,Fiber Optic,Yes,No,No,Yes,Yes,Credit Card,103.79,855,2,0
CUST01846,Female,29,Mumbai,12,One Year,DSL,Yes,Yes,No,Yes,Yes,Bank Transfer,99.18,1060.34,2,0
CUST01847,Female,63,Chennai,1,Two Year,Fiber Optic,Yes,No,Yes,No,No,Electronic Check,65.06,125.13,2,0
CUST01848,Female,32,Delhi,40,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,79.88,3059.37,1,0
CUST01849,Female,59,Delhi,10,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Credit Card,84.77,840.32,4,0
CUST01850,Female,51,Bangalore,20,Month-to-Month,Fiber Optic,No,Yes,No,No,Yes,Credit Card,139.55,2870.58,2,0
CUST01851,Male,35,Delhi,1,Month-to-Month,DSL,No,No,Yes,No,Yes,Credit Card,70.82,70.82,3,0
CUST01852,Male,71,Hyderabad,4,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,107.18,496.36,3,1
CUST01853,Male,27,Bangalore,52,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Credit Card,121.98,6375.39,1,0
CUST01854,Male,58,Bangalore,22,Two Year,DSL,No,No,Yes,Yes,No,Mailed Check,81.26,1763.3,2,0
CUST01855,Female,60,Hyderabad,72,One Year,Fiber Optic,Yes,Yes,No,No,No,Credit Card,96.73,7123.46,2,0
CUST01856,Female,34,Delhi,72,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,71.04,5191.7,1,0
CUST01857,Female,65,Mumbai,11,Month-to-Month,Fiber Optic,Yes,No,No,Yes,Yes,Electronic Check,99.92,1043.36,2,1
CUST01858,Female,41,Pune,8,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,54.5,557.71,2,0
CUST01859,Male,49,Bangalore,46,Two Year,DSL,No,No,No,Yes,No,Mailed Check,92.98,4372.32,1,0
CUST01860,Male,48,Bangalore,72,One Year,Fiber Optic,No,Yes,Yes,No,Yes,Electronic Check,124.28,9064.83,2,1
CUST01861,Female,42,Mumbai,23,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,96.1,2266.68,2,0
CUST01862,Female,57,Hyderabad,38,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,70.32,2623.91,2,0
CUST01863,Female,56,Hyderabad,36,Month-to-Month,DSL,No,No,Yes,Yes,Yes,Electronic Check,44.98,1558.71,0,0
CUST01864,Female,18,Hyderabad,10,Month-to-Month,Fiber Optic,No,No,No,Yes,No,Credit Card,114.16,1203.26,1,1
CUST01865,Female,64,Chennai,20,Month-to-Month,DSL,No,No,No,No,No,Electronic Check,66.21,1176.56,2,0
